,Plant,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,System_Initialize,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,Lunch_Break,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,Date
164,Kukule,28.567,28.567,0,0,0,0,0,0,0,0,29.217,71.074,74.999,74.999,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,43.868,37.928,7/27/2020
181,Kukule,0,0,0,0,0,0,0,0,0,0,31.008,72.472,74.999,28.567,28.567,66.968,35.939,35.939,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,37.928,30.138,45.718,7/28/2020
205,Kukule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.783,51.783,51.783,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,0,0,51.783,51.783,0,51.783,51.783,51.783,0,51.783,7/16/2020
237,Kukule,0,28.567,28.567,0,28.567,28.567,28.567,0,0,0,0,57.484,57.484,57.484,57.484,0,0,0,0,0,0,0,0,28.567,28.567,28.567,28.567,0,0,0,0,0,0,0,0,0,28.567,74.999,74.999,74.999,74.999,74.999,67.928,67.928,67.928,67.928,28.567,28.567,7/26/2020
239,Kukule,0,0,0,0,0,0,0,0,0,0,0,37.726,37.726,37.726,37.726,37.726,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,38.487,63.842,63.842,63.842,63.842,54.631,33.935,28.567,60.817,31.032,31.032,2020 - 07 - 3.
261,Kukule,51.783,51.783,51.783,0,0,0,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,0,51.783,51.783,51.783,51.783,51.783,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/12/2020
270,Kukule,0,0,0,0,0,0,0,0,0,0,74.613,74.999,74.999,37.5,37.5,36.834,36.834,36.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,29.834,0,0,0,28.567,28.567,37.5,37.5,37.5,37.5,37.5,37.5,28.567,28.567,0,0,0,74.999,37.061,7/25/2020
304,Kukule,60.564,37.914,37.914,37.914,28.567,28.567,28.567,28.567,28.567,28.567,65.098,65.098,65.098,65.098,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,73.446,73.446,74.999,74.999,74.999,74.999,65.531,55.342,55.342,65.765,71.055,71.055,71.055,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,55.168,55.168,2020 - 07 - 5.
372,Kukule,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,69.21,65.82,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/17/2020
393,Kukule,0,0,0,0,0,0,0,0,0,0,0,0,74.999,74.999,57.43,74.999,74.999,52.567,52.567,52.567,28.567,28.567,28.567,28.567,0,0,0,0,0,0,28.567,28.567,28.567,41.364,41.364,43.755,43.755,43.755,43.755,43.755,43.755,0,28.567,28.567,28.567,28.567,0,44.824,7/24/2020
426,Kukule,51.783,51.783,51.783,49.384,0,51.783,51.783,0,51.657,51.783,0,0,0,0,0,0,0,0,0,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/19/2020
458,Kukule,0,0,0,0,0,0,0,0,0,0,0,28.567,28.567,48.117,0,34.48,35.209,42.815,74.999,74.999,74.999,74.999,74.999,0,0,35.614,28.567,0,0,0,0,34.48,74.999,74.999,74.999,74.999,28.567,74.999,74.999,74.999,74.999,74.999,71.523,71.523,71.523,43.481,34.48,34.48,7/20/2020
585,Kukule,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/13/2020
670,Kukule,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,2020 - 07 - 4.
708,Kukule,0,0,0,0,0,0,0,0,0,28.567,36.92,64.427,64.427,57.109,0,0,0,34.48,74.999,58.571,58.571,58.571,58.571,54.421,36.521,0,0,0,28.567,74.999,74.999,74.999,56.208,56.208,74.999,74.999,74.999,74.999,74.999,74.999,44.88,30.709,30.709,30.709,44.109,47.009,34.48,34.48,2020 - 07 - 7.
765,Kukule,0,51.783,51.783,48.378,0,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,51.783,51.783,51.783,51.783,0,0,51.699,51.699,51.699,51.783,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/18/2020
787,Kukule,0,0,0,0,0,0,0,0,0,0,0,0,0,28.567,28.567,28.567,28.567,28.567,28.567,28.567,28.567,28.567,39.096,39.096,38.096,38.096,38.096,29.567,28.567,28.567,28.567,29.845,29.845,29.845,29.845,29.845,28.567,59.985,59.985,59.985,59.985,59.985,59.985,59.985,59.985,28.567,28.567,28.567,7/11/2020
835,Kukule,0,0,0,0,0,0,0,0,0,0,0,0,74.999,74.999,0,0,30.567,30.567,28.567,28.567,28.567,28.567,28.567,28.567,0,0,0,0,0,0,0,39.463,39.463,39.463,0,0,0,74.999,74.999,74.999,74.999,74.999,74.999,70.347,31.18,74.999,28.567,28.567,7/23/2020
850,Kukule,0,0,0,0,0,0,0,0,0,0,0,51.783,51.783,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,0,0,51.783,51.783,51.783,0,0,51.783,51.783,51.783,7/15/2020
957,Kukule,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/21/2020
1037,Kukule,28.567,28.567,0,0,0,0,0,0,0,0,65.333,65.333,65.333,65.333,0,0,0,0,28.567,28.567,28.567,28.567,50.65,50.65,50.65,50.65,50.65,50.65,50.65,50.65,50.65,49.485,49.485,49.485,74.999,49.034,49.034,74.999,74.999,74.999,74.999,58.357,58.357,34.48,34.48,34.48,34.48,34.48,2020 - 07 - 9.
1055,Kukule,30.905,30.905,0,0,0,0,0,0,0,0,43.669,43.669,73.114,55.254,28.567,28.567,64.143,64.143,64.143,64.143,64.143,64.143,64.143,74.999,48.238,48.238,48.238,48.238,48.238,55.968,49.86,49.86,49.86,49.86,41.558,41.558,0,64.738,74.999,74.999,74.999,69.881,43.196,43.196,40.837,28.567,28.567,0,2020 - 07 - 6.
1087,Kukule,0,0,0,0,0,0,0,0,0,0,0,45.374,60.053,60.053,0,0,34.48,38.143,38.143,38.143,47.49,47.49,47.49,47.49,47.49,47.49,47.49,53.577,53.577,53.577,53.577,53.577,53.577,53.577,53.577,53.577,41.936,41.936,74.999,74.999,74.999,68.723,68.723,34.48,28.567,40.393,34.48,34.48,7/29/2020
133,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,42.719,42.719,42.719,36.689,36.689,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,42.746,85.257,100.79,100.79,100.79,100.79,38.62,38.62,38.62,38.62,38.62,20.157,7/11/2020
146,Nlax,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,35.44,35.44,59.345,59.345,59.345,59.345,59.345,83.507,65.543,65.543,65.543,65.543,65.543,65.543,65.543,65.543,65.543,63.589,63.589,63.589,63.589,63.589,63.589,63.589,63.589,63.589,63.589,19.92,19.92,44.628,19.92,0,7/29/2020
165,Nlax,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,37.884,37.884,37.884,37.884,37.884,19.92,19.92,19.92,19.92,48.174,56.372,99.602,99.602,99.602,91.308,48.874,35.874,99.602,99.602,99.602,99.602,99.602,99.602,99.602,69.783,19.92,19.92,19.92,46.25,7/28/2020
173,Nlax,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,30.955,30.955,27.746,27.746,27.746,27.746,39.292,39.292,49.801,49.801,19.92,19.92,19.92,49.801,49.801,49.801,49.801,49.801,19.92,19.92,19.92,64.475,99.602,99.602,99.602,99.602,99.602,99.602,99.602,44.176,99.602,68.176,53.936,53.936,7/19/2020
212,Nlax,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,39.896,57.828,57.828,57.828,57.828,57.828,57.828,57.828,53.914,53.914,84.512,84.512,84.512,77.512,19.92,99.602,99.602,99.602,85.196,85.196,61.984,61.984,21.699,21.699,21.699,0,7/20/2020
313,Nlax,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,32.01,32.01,32.01,32.01,44.415,44.415,44.415,44.415,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,58.267,51.267,51.267,75.501,99.314,99.314,99.314,52.986,52.986,0,0,0,0,0,7/22/2020
360,Nlax,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,63.817,60.472,60.472,62.022,60.472,60.472,60.472,60.472,60.472,60.472,61.822,60.822,60.472,60.472,60.472,60.472,60.622,60.472,60.472,63.022,60.472,60.472,73.667,96.981,64.121,60.472,60.472,65.422,60.472,60.472,60.472,60.472,60.472,2020 - 07 - 7.
374,Nlax,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,2020 - 07 - 6.
461,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,40.395,91.326,91.326,91.326,91.326,91.326,91.326,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,73.786,73.786,73.786,73.786,100.79,100.79,100.79,100.79,100.79,100.79,20.157,20.157,20.157,20.157,20.157,2020 - 07 - 8.
523,Nlax,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,64.431,64.431,77.874,60.472,60.472,60.472,60.472,60.472,60.472,60.472,80.756,100.79,71.915,60.472,60.472,60.472,60.472,60.472,60.472,60.472,60.472,7/10/2020
540,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,22.374,22.374,33.061,33.061,33.061,33.061,33.061,33.061,33.061,33.061,33.061,33.061,33.061,33.061,30.128,30.128,30.128,30.128,30.128,42.288,45.635,31.315,31.315,31.315,31.315,31.315,20.157,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,61.829,36.769,36.769,7/12/2020
542,Nlax,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,33.59,33.59,33.59,33.59,66.04,92.04,92.04,92.04,66.04,66.04,66.04,66.04,66.04,66.04,66.04,66.04,66.04,43.746,19.863,99.314,99.314,97.339,97.339,97.339,97.339,0,0,0,0,0,7/16/2020
563,Nlax,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,22.856,22.856,19.821,19.821,19.821,19.821,19.821,19.821,19.821,29.414,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,54.325,99.107,99.107,99.107,99.107,99.107,99.107,99.107,19.821,19.821,0,0,7/24/2020
624,Nlax,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,44.775,44.775,44.775,44.775,44.775,44.775,54.775,54.775,54.775,54.775,54.775,54.775,68.472,68.472,68.472,68.472,68.472,68.472,68.472,68.472,68.472,100.53,100.53,100.53,61.259,61.259,20.107,20.107,20.107,20.107,20.107,7/18/2020
635,Nlax,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,67.491,67.491,67.491,99.314,99.314,99.314,83.628,83.628,83.628,83.628,83.628,83.628,83.628,83.628,83.628,65.137,65.137,19.863,52.654,52.654,27.528,27.528,19.863,19.863,19.863,19.863,19.863,19.863,19.863,7/17/2020
645,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,85.561,85.561,85.561,85.561,85.561,85.561,85.561,85.561,85.561,67.932,57.381,57.381,57.381,57.381,57.381,57.381,57.381,57.381,57.381,20.157,50.671,50.671,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,7/21/2020
659,Nlax,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,55.289,55.289,55.289,55.289,55.289,55.289,55.289,55.289,55.289,63.43,63.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,70.43,96.359,96.359,19.863,0,0,0,0,0,0,7/23/2020
691,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,29.94,20.157,20.157,20.157,20.157,20.157,70.851,70.851,79.706,79.706,79.706,79.706,79.706,79.706,79.706,48.369,48.369,48.369,48.369,48.369,57.13,57.13,57.13,57.13,57.13,57.13,76.851,76.851,76.851,31.941,20.157,20.157,20.157,20.157,20.157,20.157,0,0,7/15/2020
767,Nlax,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,49.688,74.826,94.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,80.659,80.659,80.659,80.659,80.659,80.659,80.659,89.158,31.911,31.911,31.911,31.911,98.372,98.372,28.372,28.372,20.107,20.107,20.107,20.107,20.107,20.107,7/27/2020
777,Nlax,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,59.761,99.414,99.414,99.414,63.934,63.934,63.934,59.761,59.761,59.761,59.761,59.761,2020 - 07 - 5.
838,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,85.561,85.561,85.561,85.561,85.561,85.561,85.561,85.561,85.561,67.932,57.381,57.381,57.381,57.381,57.381,57.381,57.381,57.381,57.381,20.157,50.671,50.671,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,7/13/2020
875,Nlax,22.388,22.388,22.388,19.92,19.92,19.92,19.92,19.92,19.92,30.907,30.907,30.907,30.907,30.907,30.907,30.907,55.917,55.917,55.917,55.917,55.917,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,99.602,92.43,92.43,92.43,53.91,53.91,19.92,19.92,0,2020 - 07 - 4.
890,Nlax,35.422,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,20.212,38.72,38.72,38.72,38.72,38.72,101.06,101.06,101.06,101.06,77.677,77.677,77.677,46.487,20.212,20.212,7/26/2020
915,Nlax,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,33.8,66.602,66.602,66.602,99.602,99.602,99.602,91.602,86.666,86.666,86.666,86.666,86.666,86.666,86.666,70.487,70.487,70.487,70.487,70.487,70.487,70.487,74.487,74.487,55.303,62.676,99.602,99.602,99.602,99.602,65.838,65.838,19.92,19.92,19.92,0,0,2020 - 07 - 3.
1053,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,46.729,46.729,84.729,84.729,73.729,100.79,100.79,100.79,100.79,64.169,64.169,64.169,64.169,64.169,64.169,75.084,100.79,70.754,32.087,32.087,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,7/14/2020
1059,Nlax,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,20.157,81.767,81.767,81.767,81.767,81.767,81.767,81.767,81.767,81.767,81.767,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,88.523,100.79,100.79,100.79,100.79,20.157,20.157,20.157,20.157,20.157,20.157,20.157,2020 - 07 - 9.
1121,Nlax,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,55.359,55.359,55.359,55.359,55.359,55.359,55.359,55.359,50.599,46.599,46.599,46.599,46.599,36.355,36.355,36.355,36.355,36.355,36.355,55.955,81.549,81.549,81.549,99.107,95.349,95.349,95.349,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,19.821,7/25/2020
7,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/17/2020
12,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/22/2020
24,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
95,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
105,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 3.
131,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
176,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 8.
213,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/20/2020
242,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
278,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
443,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
510,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 6.
512,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/23/2020
513,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
516,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/13/2020
553,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
557,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 7.
587,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
867,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
888,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/18/2020
932,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/16/2020
939,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
958,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2020
1006,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/2020
1014,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
1082,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
1116,NORTHERN_Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
107,Olax       ,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19.29,40.254,40.254,40.254,40.254,40.254,40.254,54,54,54,54,54,54,54,54,54,54,54,54,54,54,23.185,10,10,10,10,10,7/28/2020
135,Olax       ,10,10,10,10,10,10,10,10,10,10,10,10,21.705,21.705,21.705,21.705,21.705,21.705,21.705,21.705,21.705,34.402,34.402,34.402,34.402,34.402,34.402,34.402,34.402,54,37.716,37.716,37.716,37.716,37.716,37.716,37.716,37.716,54,54,54,54,13.853,13.853,10,0,0,0,7/24/2020
160,Olax       ,10,10,10,10,10,10,10,10,10,10,23.569,23.569,23.569,23.569,23.569,23.569,23.569,33.335,33.335,33.335,33.335,33.335,33.335,38.335,38.335,23.261,23.261,23.261,23.261,23.261,23.261,23.261,23.261,23.261,23.261,10,10,54,54,54,54,54,54,17.929,17.929,17.929,17.929,10,2020 - 07 - 9.
163,Olax       ,10,10,10,10,10,10,10,10,10,50.537,50.537,54,54,54,54,22.546,22.546,22.546,22.546,26.546,26.546,26.546,26.546,26.546,26.546,26.546,26.546,26.546,26.546,36.546,36.546,36.546,36.546,36.546,36.546,54,54,10,10,10,10,10,10,10,10,10,10,10,7/25/2020
214,Olax       ,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,34.474,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,37.526,0,0,0,0,0,0,0,0,2020 - 07 - 3.
