,Plant,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,System_Initialize,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,Lunch_Break,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,Date
964,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 3.
974,PCCP I,270,270,263.96,270,270,270,263.29,266.29,262.29,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/13/2020
988,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/27/2020
996,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/28/2020
1023,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/25/2020
1066,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 9.
1067,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/14/2020
1088,PCCP I,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 8.
18,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 8.
37,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 9.
42,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/12/2020
67,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/18/2020
71,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/19/2020
113,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/10/2020
119,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 6.
238,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/28/2020
283,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/13/2020
303,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/27/2020
314,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/23/2020
339,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,230,260,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 4.
408,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/17/2020
434,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/16/2020
441,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/20/2020
539,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 7.
554,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/22/2020
646,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/21/2020
668,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 3.
716,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/24/2020
808,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/15/2020
826,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/26/2020
837,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/11/2020
856,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/14/2020
866,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/25/2020
900,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/29/2020
1124,PCCP II,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 5.
28,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/13/2020
51,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/22/2020
62,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,230,260,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 4.
207,PCCP III,240,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/24/2020
266,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/29/2020
310,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 7.
341,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 9.
405,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 6.
413,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/18/2020
419,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/19/2020
483,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/11/2020
534,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/14/2020
566,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 8.
602,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/21/2020
621,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 5.
722,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/28/2020
735,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/20/2020
760,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/15/2020
832,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/16/2020
836,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/10/2020
940,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/12/2020
948,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/27/2020
953,PCCP III,229,259,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,2020 - 07 - 3.
1042,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/17/2020
1062,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/26/2020
1078,PCCP III,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/23/2020
1085,PCCP III,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,180,230,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,7/25/2020
45,Polp,9.3618,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,33.713,66.713,31.713,6.1039,19.713,42.165,42.165,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,57.711,57.711,57.711,57.711,57.711,42.464,42.464,42.464,42.464,42.464,42.464,42.464,30.774,30.774,6.2509,9.3188,35.413,15.853,7/13/2020
120,Polp,16.683,9.6583,9.6583,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,15.896,18.055,21.39,21.39,21.39,69.152,69.152,69.152,78.479,78.479,78.479,78.479,78.479,78.479,78.479,56.706,56.706,56.706,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,71.585,71.585,71.585,71.585,18.055,18.055,18.055,18.055,2020 - 07 - 8.
147,Polp,21.722,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,18.064,45.715,45.715,45.715,43.514,43.514,43.514,59.572,59.572,59.572,59.572,71.097,71.097,71.097,71.097,71.097,67.276,69.001,69.001,70.984,70.984,70.984,70.984,70.984,70.984,68.685,68.685,74.361,74.361,74.361,74.361,64.069,64.069,64.069,47.399,47.399,6.1039,6.1039,2020 - 07 - 3.
174,Polp,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,14.932,51.065,51.065,51.065,51.065,51.065,52.364,52.364,52.364,52.364,52.364,58.464,54.397,54.397,43.422,43.422,43.422,44.188,44.188,44.188,44.188,44.188,44.188,44.188,44.188,44.188,64.207,64.207,64.207,64.207,64.207,64.207,64.207,0,0,0,7/22/2020
320,Polp,18.613,17.613,17.613,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,13.094,6.1039,78.479,78.479,70.744,39.69,7.0895,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,70.257,35.257,35.257,35.257,35.257,47.25,68.25,78.479,78.479,78.479,59.896,78.479,78.479,78.479,78.479,78.479,78.479,52.982,52.982,52.982,52.982,50.476,30.396,2020 - 07 - 4.
329,Polp,43.104,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,12.093,12.093,51.295,51.295,61.364,61.364,62.364,62.364,62.364,62.364,62.364,62.364,62.364,62.364,62.364,26.401,26.401,14.213,24.863,28.663,28.663,28.663,28.663,28.663,28.663,28.663,78.479,78.479,78.479,78.479,78.479,78.479,78.479,19.653,19.653,6.1039,6.1039,6.1039,53.765,16.963,7/25/2020
352,Polp,6.1039,6.1039,16.197,16.197,6.1039,6.1039,6.1039,6.1039,6.1039,13.644,34.971,57.362,57.362,57.362,57.362,57.362,57.362,57.362,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,64.795,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,39.24,39.24,39.24,39.24,39.24,18.055,2020 - 07 - 9.
411,Polp,70.776,33.776,28.251,28.251,22.001,6.1039,6.3539,8.4628,36.863,38.314,38.314,38.314,38.314,38.314,38.314,58.909,58.909,58.909,78.479,64.646,64.646,78.479,78.479,78.479,78.479,78.479,12.507,12.507,12.507,78.479,78.479,78.479,45.817,45.031,57.191,50.821,50.821,64.339,78.479,78.479,78.479,66.964,72.014,38.314,38.314,38.314,32.59,32.59,2020 - 07 - 7.
450,Polp,9.7601,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,6.031,8.0319,8.0319,6.031,15.484,42.297,42.297,42.297,42.297,42.297,42.297,66.448,66.448,62.555,62.555,62.555,62.555,62.555,62.555,73.502,77.039,77.039,77.039,77.039,77.039,42.889,42.889,54.694,77.542,77.542,62.038,56.953,0,0,0,0,0,7/23/2020
479,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,13.838,13.838,16.963,25.224,25.224,25.224,31.258,31.258,31.258,30.258,30.258,30.258,49.874,49.874,54.874,54.874,57.496,57.496,57.496,57.496,57.496,57.496,57.496,57.496,57.496,57.496,57.496,57.496,78.479,78.479,78.297,76.266,76.266,76.266,76.266,53.836,11.23,0,0,7/24/2020
593,Polp,27.857,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,43.142,6.1039,6.1039,6.1039,6.1039,20.901,20.901,32.951,32.951,32.951,59.042,59.042,56.374,64.926,64.926,54.926,59.926,59.926,59.926,63.843,63.843,63.843,63.843,56.884,56.884,56.884,56.884,56.884,78.479,78.479,78.479,78.479,59.806,59.806,6.1039,78.479,16.956,6.8264,7/29/2020
601,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,8.3558,8.3558,16.953,16.953,16.953,19.358,49.857,6.1039,78.479,78.479,78.479,78.479,62.479,58.575,58.575,58.575,78.479,78.479,78.479,78.479,78.479,66.424,66.424,66.424,66.424,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,26.797,25.713,16.953,16.953,16.953,16.953,16.953,7/27/2020
613,Polp,9.3618,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,33.713,66.713,31.713,6.1039,19.713,42.165,42.165,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,64.083,57.711,57.711,57.711,57.711,57.711,42.464,42.464,42.464,42.464,42.464,42.464,42.464,30.774,30.774,6.2509,9.3188,35.413,15.853,7/21/2020
628,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,78.479,78.479,78.479,6.1039,6.1039,6.1039,52.42,52.42,52.42,52.42,52.42,52.42,52.42,51.42,51.42,51.42,51.42,51.42,46.58,46.58,46.58,46.58,46.58,46.58,46.58,46.58,46.58,78.479,78.479,78.479,78.479,35.319,35.319,15.853,6.1039,25.222,6.1039,0,7/15/2020
643,Polp,23.8,8.1489,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,13.843,28.768,45.725,45.725,45.725,45.725,45.725,45.725,33.725,33.725,33.725,33.725,54.535,54.535,54.535,40.807,40.807,40.807,40.807,50.807,44.807,44.807,44.807,45.807,45.807,45.807,45.807,45.807,78.479,78.479,78.479,78.479,78.479,78.479,39.24,39.24,39.24,39.24,7/11/2020
709,Polp,78.479,43.419,28.77,28.77,15.62,15.62,15.62,7.2701,7.2701,38.314,38.314,46.209,46.209,33.05,33.05,33.05,51.68,69.36,67.342,67.342,67.342,67.342,67.342,67.342,68.784,68.784,41.26,78.479,78.479,78.479,54.647,55.771,55.771,55.771,55.771,55.771,13.104,78.479,78.479,78.479,78.479,65.29,38.314,38.314,38.314,38.314,38.314,38.314,7/10/2020
768,Polp,78.479,78.479,45.18,45.18,40.564,28.264,19.873,19.873,19.873,19.873,19.873,53.614,53.614,53.614,53.614,53.614,53.614,37.655,37.655,37.655,37.655,37.655,62.689,68.589,68.589,65.254,35.654,6.1039,6.1039,6.1039,6.1039,54.23,54.23,73.08,73.08,73.08,73.08,78.479,78.479,78.479,78.479,78.479,78.479,78.479,70.334,63.547,49.298,39.102,2020 - 07 - 5.
788,Polp,6.1372,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,15.457,36.063,46.457,16.457,16.457,6.1039,6.1039,6.1039,61.206,61.206,61.206,61.206,61.206,61.206,61.206,61.206,61.206,61.206,68.76,68.76,68.76,68.76,68.76,68.76,54.889,54.889,54.889,54.889,54.889,54.889,54.889,54.889,78.479,78.479,21.143,0,0,0,7/16/2020
789,Polp,12.893,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,12.375,33.317,33.317,6.1039,6.1039,23.932,69.704,69.704,69.704,69.704,69.704,69.704,69.704,69.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,34.061,34.061,6.1039,48.941,78.479,78.479,78.479,78.479,78.479,32.026,32.026,15.858,15.858,15.858,7/18/2020
859,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,9.9113,15.357,15.858,19.915,19.915,7.7432,15.858,15.858,19.458,19.458,19.458,19.458,19.458,70.608,70.608,70.608,70.608,70.608,70.608,61.303,61.303,61.303,61.303,61.303,61.303,61.303,39.413,78.479,78.479,78.479,74.112,78.479,78.479,78.479,35.763,29.674,20.911,6.1039,7/20/2020
874,Polp,6.1039,6.1039,6.1039,6.1039,8.3707,8.3707,6.1039,6.1039,6.1039,6.1039,16.956,26.331,29.284,6.1039,6.1039,16.956,16.956,16.956,30.271,31.307,36.402,60.112,60.112,60.112,60.112,65.112,43.568,53.568,53.568,75.371,75.371,75.371,76.09,67.417,67.417,67.417,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,16.956,16.956,6.1039,41.195,7/28/2020
902,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,9.6138,15.655,26.945,26.945,78.479,67.879,55.675,19.825,19.825,19.825,19.825,19.825,19.825,19.825,19.825,19.825,19.825,30.416,30.416,30.416,61.416,66.416,57.742,57.742,57.742,57.742,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,36.86,36.86,7/19/2020
943,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,9.4109,15.858,22.826,25.826,6.1039,8.6743,44.499,44.499,44.499,44.499,44.499,44.499,76.677,76.677,76.677,76.677,71.071,65.213,65.213,65.213,78.479,78.479,78.479,78.479,78.479,41.479,6.1039,55.165,55.165,55.165,55.165,55.165,55.165,15.858,15.858,14.174,9.1875,35.908,7/17/2020
951,Polp,22.067,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,13.523,13.523,31.006,73.759,78.479,64.266,43.266,17.542,17.542,6.1039,24.695,24.695,24.695,28.327,28.327,28.327,16.236,16.236,16.236,41.019,41.019,41.019,41.019,41.019,41.019,41.019,62.395,62.395,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,78.479,67.178,7/12/2020
1002,Polp,78.479,62.683,62.683,38.683,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,38.314,38.314,78.479,78.479,9.1018,9.1018,35.485,35.485,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,56.147,56.147,56.147,56.147,56.147,56.147,56.147,56.147,56.147,56.147,56.147,78.479,78.479,78.479,78.479,43.107,6.1039,50.508,50.508,50.508,50.508,50.508,2020 - 07 - 6.
1061,Polp,6.9656,6.9656,6.9656,8.5322,5.9634,5.9634,5.9634,5.9634,5.9634,5.9634,5.9634,7.9634,40.9,40.9,5.9634,5.9634,18.788,18.788,5.9634,14.788,5.9634,5.9634,39.671,5.9634,13.804,5.9634,5.9634,5.9634,5.9634,5.9634,5.9634,27.291,27.291,27.291,43.466,42.288,42.288,76.672,76.672,76.672,76.672,76.672,70.628,70.628,70.628,70.628,70.628,18.628,7/26/2020
1109,Polp,9.3618,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,22.331,22.331,15.216,9.6935,9.6935,73.809,78.479,78.479,78.479,78.479,78.479,78.479,78.479,67.088,47.758,47.758,47.758,67.758,76.149,78.479,78.479,78.479,78.479,78.479,49.479,6.1039,6.1039,55.206,23.054,19.057,19.057,19.057,15.853,6.1039,25.602,6.1039,25.602,7/14/2020
52,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,64.991,64.991,64.991,64.991,64.991,53.163,0,0,0,0,0,0,43,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
138,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.45,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,0,43,94.677,94.677,46.775,46.775,43,43,0,0,0,0,7/21/2020
150,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,91.495,91.495,68.504,57.504,76.504,76.504,76.504,76.504,76.504,76.504,51.721,51.721,51.721,43,0,0,0,0,0,0,93.878,93.878,93.878,93.878,93.878,43,43,0,0,0,0,7/18/2020
209,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
246,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,0,43,43,0,0,0,0,0,0,0,0,43,50,64.878,64.878,93.878,93.878,93.878,93.878,93.878,55.327,93.184,93.184,93.184,93.184,93.184,93.184,43,0,0,0,0,7/17/2020
277,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,43,43,50.99,50.99,50.99,45.99,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,7/20/2020
